track_uri,track_name,artist_uri,album_uri,playlist_uri,duration_ms,preview_url,popularity,added_at,added_by,,date,time,added_at
3u6wNroPJ56XbsLI35Lyuw,A Lion's Legacy,1hCkSJcXREhrodeIHQdav8,3GFHA63Ur7kFMqa0NcyJw6,1VmZPGCZLkB4H4VXRwEe7r,94786,https://p.scdn.co/mp3-preview/1a6335614aecdb599c1aa8df1240672fc431ab96?cid=9950ac751e34487dbbe027c4fd7f8e99,40,2019-05-08 23:34:00,1265145133,,2019-05-08,23:34:00,2019-05-08
1sjjGEdTtw50cTk6yY6hgY,Message for Cersei,1hCkSJcXREhrodeIHQdav8,3GFHA63Ur7kFMqa0NcyJw6,1VmZPGCZLkB4H4VXRwEe7r,103440,https://p.scdn.co/mp3-preview/7b48e3e893ca7bb349532eb391adb9460d37b42a?cid=9950ac751e34487dbbe027c4fd7f8e99,34,2019-05-08 23:34:00,1265145133,,2019-05-08,23:34:00,2019-05-08
0FsZ6uhm3RlofSN0aY4XU7,Ironborn,1hCkSJcXREhrodeIHQdav8,3GFHA63Ur7kFMqa0NcyJw6,1VmZPGCZLkB4H4VXRwEe7r,139053,https://p.scdn.co/mp3-preview/27cbe269e9c3134dae2ccff31d9ffd6e8ebe17fe?cid=9950ac751e34487dbbe027c4fd7f8e99,35,2019-05-08 23:34:00,1265145133,,2019-05-08,23:34:00,2019-05-08
4i6Z2cFPSk35MAW9iP1WjY,No One Walks Away from Me,1hCkSJcXREhrodeIHQdav8,3GFHA63Ur7kFMqa0NcyJw6,1VmZPGCZLkB4H4VXRwEe7r,131146,https://p.scdn.co/mp3-preview/55b602f50c2fa22b0fa2c8e46ad92713ed0d9eec?cid=9950ac751e34487dbbe027c4fd7f8e99,38,2019-05-08 23:34:00,1265145133,,2019-05-08,23:34:00,2019-05-08
5QKK7785dSYrutocW7lGub,Truth,1hCkSJcXREhrodeIHQdav8,3GFHA63Ur7kFMqa0NcyJw6,1VmZPGCZLkB4H4VXRwEe7r,211253,https://p.scdn.co/mp3-preview/19ac4d887204d6761720860440699362ec40aeaf?cid=9950ac751e34487dbbe027c4fd7f8e99,48,2019-05-08 23:34:00,1265145133,,2019-05-08,23:34:00,2019-05-08
3M6i5gWJGqzeUzrxCnFrwE,The Army of the Dead,1hCkSJcXREhrodeIHQdav8,3GFHA63Ur7kFMqa0NcyJw6,1VmZPGCZLkB4H4VXRwEe7r,326893,https://p.scdn.co/mp3-preview/53a1f2384ac7b81c7e484f6d54b04f85b5655934?cid=9950ac751e34487dbbe027c4fd7f8e99,38,2019-05-08 23:34:00,1265145133,,2019-05-08,23:34:00,2019-05-08
3fYO6sRqHy1BdF8EiLGyop,Winter Is Here,1hCkSJcXREhrodeIHQdav8,3GFHA63Ur7kFMqa0NcyJw6,1VmZPGCZLkB4H4VXRwEe7r,174160,https://p.scdn.co/mp3-preview/86ae894027c7cb860a2576d185b8434fcbea0e85?cid=9950ac751e34487dbbe027c4fd7f8e99,48,2019-05-08 23:34:00,1265145133,,2019-05-08,23:34:00,2019-05-08
0b7p3kryLGENxN71B35ptm,The Night King,1hCkSJcXREhrodeIHQdav8,1R84K6JjaRkDManyCbpTzj,1VmZPGCZLkB4H4VXRwEe7r,530532,,0,2019-05-08 23:36:00,1265145133,,2019-05-08,23:36:00,2019-05-08
1u0THw5xaGd7sYzJEh48Lt,Jenny of Oldstones (Game of Thrones),1hCkSJcXREhrodeIHQdav8,1R6GYgEbpObUZC2btPQlqB,1VmZPGCZLkB4H4VXRwEe7r,188638,https://p.scdn.co/mp3-preview/6bd542bff331f0fc2682184634e65790b0aec21b?cid=9950ac751e34487dbbe027c4fd7f8e99,60,2019-05-08 23:37:00,1265145133,,2019-05-08,23:37:00,2019-05-08
69zAquXKL6nAjiKiHUaV8f,Pokemon Red & Blue Theme,2dB3VxAmEw5Dqewiha1oO1,4p3rHiPRhDwt1PgqWsk3D7,0XBmF3VhDd7SsyEYcGApYm,107481,https://p.scdn.co/mp3-preview/add95157ad23fa4bf947378fea3c81efc7b0bd6b?cid=9950ac751e34487dbbe027c4fd7f8e99,35,2016-12-30 06:19:00,composer1982,,2016-12-30,06:19:00,2016-12-30
54GWJGPySpvS3MbslyCcG1,Pallet Town,2dB3VxAmEw5Dqewiha1oO1,4p3rHiPRhDwt1PgqWsk3D7,0XBmF3VhDd7SsyEYcGApYm,154500,https://p.scdn.co/mp3-preview/5fed6cde04df50d129d7aaac0ea1a79bc1b6bdd1?cid=9950ac751e34487dbbe027c4fd7f8e99,26,2016-12-30 06:19:00,composer1982,,2016-12-30,06:19:00,2016-12-30
16m4pel49Xid6zIf5Ov2v0,Wild Pokemon Battle,2dB3VxAmEw5Dqewiha1oO1,4p3rHiPRhDwt1PgqWsk3D7,0XBmF3VhDd7SsyEYcGApYm,180312,https://p.scdn.co/mp3-preview/26283cb1dad16276ee350a2ce27fdb04969d21af?cid=9950ac751e34487dbbe027c4fd7f8e99,34,2016-12-30 06:19:00,composer1982,,2016-12-30,06:19:00,2016-12-30
5SY7e3y47tkbdEAJExxGLW,Pewter City,2dB3VxAmEw5Dqewiha1oO1,4p3rHiPRhDwt1PgqWsk3D7,0XBmF3VhDd7SsyEYcGApYm,148920,https://p.scdn.co/mp3-preview/ddb404110d4d21ffb1d9eb3f1b122261322a22c9?cid=9950ac751e34487dbbe027c4fd7f8e99,25,2016-12-30 06:19:00,composer1982,,2016-12-30,06:19:00,2016-12-30
6lAgDaKFfJxQDE3S4Cp8gt,Viridian Forest,2dB3VxAmEw5Dqewiha1oO1,4p3rHiPRhDwt1PgqWsk3D7,0XBmF3VhDd7SsyEYcGApYm,193432,https://p.scdn.co/mp3-preview/f73ce5d7ae5a82de7bbd930fba2e771b63a2fb6f?cid=9950ac751e34487dbbe027c4fd7f8e99,22,2016-12-30 06:19:00,composer1982,,2016-12-30,06:19:00,2016-12-30
0ZY6855mwUlQ7FeUBltJpR,Trainer Battle,2dB3VxAmEw5Dqewiha1oO1,4p3rHiPRhDwt1PgqWsk3D7,0XBmF3VhDd7SsyEYcGApYm,192342,https://p.scdn.co/mp3-preview/f81e93f4fac28ecfc2a69e67ff29ed40c6cbfbda?cid=9950ac751e34487dbbe027c4fd7f8e99,29,2016-12-30 06:19:00,composer1982,,2016-12-30,06:19:00,2016-12-30
77hK1GfAVJm4JvNHF6yhyL,S.S. Anne,2dB3VxAmEw5Dqewiha1oO1,4p3rHiPRhDwt1PgqWsk3D7,0XBmF3VhDd7SsyEYcGApYm,125538,https://p.scdn.co/mp3-preview/229f3781fc8b207312b757eedd1eda9ec89714e5?cid=9950ac751e34487dbbe027c4fd7f8e99,22,2016-12-30 06:19:00,composer1982,,2016-12-30,06:19:00,2016-12-30
3UcjygNLiy6DhcCy7rRHPi,Gym Leader Battle,2dB3VxAmEw5Dqewiha1oO1,4p3rHiPRhDwt1PgqWsk3D7,0XBmF3VhDd7SsyEYcGApYm,149347,https://p.scdn.co/mp3-preview/2b09a372e703bd7e1295f9a2a609109b7b6f3a69?cid=9950ac751e34487dbbe027c4fd7f8e99,27,2016-12-30 06:19:00,composer1982,,2016-12-30,06:19:00,2016-12-30
0MD7EzK2hD6HsnxzuTea3Q,Team Rocket Hideout,2dB3VxAmEw5Dqewiha1oO1,4p3rHiPRhDwt1PgqWsk3D7,0XBmF3VhDd7SsyEYcGApYm,140360,https://p.scdn.co/mp3-preview/a3948e7d77739083b2e54771212d5ec0468f73c5?cid=9950ac751e34487dbbe027c4fd7f8e99,22,2016-12-30 06:19:00,composer1982,,2016-12-30,06:19:00,2016-12-30
7JWa36onpN3SmQ8DL1lIsv,Silph Company,2dB3VxAmEw5Dqewiha1oO1,4p3rHiPRhDwt1PgqWsk3D7,0XBmF3VhDd7SsyEYcGApYm,119889,https://p.scdn.co/mp3-preview/30b1fd539edc59d836d602b328b360863ed8c88a?cid=9950ac751e34487dbbe027c4fd7f8e99,20,2016-12-30 06:19:00,composer1982,,2016-12-30,06:19:00,2016-12-30
5WhKffk0NrQ4195O21jzvQ,Final Rival Battle,2dB3VxAmEw5Dqewiha1oO1,4p3rHiPRhDwt1PgqWsk3D7,0XBmF3VhDd7SsyEYcGApYm,163430,https://p.scdn.co/mp3-preview/bba8ac662234d67e2ec7c8a78e200f01c1d2b863?cid=9950ac751e34487dbbe027c4fd7f8e99,29,2016-12-30 06:19:00,composer1982,,2016-12-30,06:19:00,2016-12-30
30xQcA2UGi0fsMkH4HJJcW,Pokemon Red Blue & Yellow Ending Theme,2dB3VxAmEw5Dqewiha1oO1,4p3rHiPRhDwt1PgqWsk3D7,0XBmF3VhDd7SsyEYcGApYm,140338,https://p.scdn.co/mp3-preview/deaa6fd427818c2a6231ff528f3f126e8a892fda?cid=9950ac751e34487dbbe027c4fd7f8e99,23,2016-12-30 06:19:00,composer1982,,2016-12-30,06:19:00,2016-12-30
7CZ6L9EYwq41R4bL3AR5H8,Battle! (Solgaleo / Lunala),2dB3VxAmEw5Dqewiha1oO1,3idVAxtkeLdYWLdbHwhgP2,0XBmF3VhDd7SsyEYcGApYm,190833,,0,2016-12-30 06:19:00,composer1982,,2016-12-30,06:19:00,2016-12-30
0czlX548ajTXGxn57yuyWx,Battle! (Team Skull Boss Guzma),2dB3VxAmEw5Dqewiha1oO1,3idVAxtkeLdYWLdbHwhgP2,0XBmF3VhDd7SsyEYcGApYm,207000,,0,2016-12-30 06:19:00,composer1982,,2016-12-30,06:19:00,2016-12-30
2wAKJ3nd1M5XoUG1Lp1A4d,Battle! (Battle Tree Boss),2dB3VxAmEw5Dqewiha1oO1,3idVAxtkeLdYWLdbHwhgP2,0XBmF3VhDd7SsyEYcGApYm,177072,,0,2016-12-30 06:19:00,composer1982,,2016-12-30,06:19:00,2016-12-30
4ZS7YrlbQxbIRFSTFRC2Jz,Gladion's Theme,2dB3VxAmEw5Dqewiha1oO1,3idVAxtkeLdYWLdbHwhgP2,0XBmF3VhDd7SsyEYcGApYm,131830,,0,2016-12-30 06:19:00,composer1982,,2016-12-30,06:19:00,2016-12-30
0CEbmRk11OGVbmEml1vZBx,Battle! (Elite Four),2dB3VxAmEw5Dqewiha1oO1,3idVAxtkeLdYWLdbHwhgP2,0XBmF3VhDd7SsyEYcGApYm,120228,,0,2016-12-30 06:19:00,composer1982,,2016-12-30,06:19:00,2016-12-30
52aDElDDkrV6ZIkhNzQEkD,Battle! (Trainer),2dB3VxAmEw5Dqewiha1oO1,3idVAxtkeLdYWLdbHwhgP2,0XBmF3VhDd7SsyEYcGApYm,159100,,0,2016-12-30 06:19:00,composer1982,,2016-12-30,06:19:00,2016-12-30
5pracI6onolylmFdL0TlSU,Showdown! (Lusamine),2dB3VxAmEw5Dqewiha1oO1,3idVAxtkeLdYWLdbHwhgP2,0XBmF3VhDd7SsyEYcGApYm,143647,,0,2016-12-30 06:19:00,composer1982,,2016-12-30,06:19:00,2016-12-30
4DAPuzFHVao1o98VllFv4v,Battle! (Totem Pokemon),2dB3VxAmEw5Dqewiha1oO1,3idVAxtkeLdYWLdbHwhgP2,0XBmF3VhDd7SsyEYcGApYm,159107,,0,2016-12-30 06:19:00,composer1982,,2016-12-30,06:19:00,2016-12-30
5O8CrGG5AJF2DHc1g9qsVO,Po Town,2dB3VxAmEw5Dqewiha1oO1,3idVAxtkeLdYWLdbHwhgP2,0XBmF3VhDd7SsyEYcGApYm,135750,,0,2016-12-30 06:19:00,composer1982,,2016-12-30,06:19:00,2016-12-30
0QynvmIHKFqtdnb9TrjcPI,Battle! (Team Skull),2dB3VxAmEw5Dqewiha1oO1,3idVAxtkeLdYWLdbHwhgP2,0XBmF3VhDd7SsyEYcGApYm,160875,,0,2016-12-30 06:19:00,composer1982,,2016-12-30,06:19:00,2016-12-30
2i3oKivsR6kv3WXURzKv8N,Hau'oli City (Night),2dB3VxAmEw5Dqewiha1oO1,3idVAxtkeLdYWLdbHwhgP2,0XBmF3VhDd7SsyEYcGApYm,139137,,0,2016-12-30 06:19:00,composer1982,,2016-12-30,06:19:00,2016-12-30
1QYm71DUqV4D5g5xpjzijf,Battle! (Island Kahuna),2dB3VxAmEw5Dqewiha1oO1,3idVAxtkeLdYWLdbHwhgP2,0XBmF3VhDd7SsyEYcGApYm,204438,,0,2016-12-30 06:19:00,composer1982,,2016-12-30,06:19:00,2016-12-30
3Mn6Pp7Cy0D38hTpa30VRX,Pokemon Gold And Silver Intro Theme,2dB3VxAmEw5Dqewiha1oO1,2o5H0JW27CbUPMLr5w21ES,0XBmF3VhDd7SsyEYcGApYm,88374,https://p.scdn.co/mp3-preview/db17bf76563581b65dcccd084fc6d44826793cd4?cid=9950ac751e34487dbbe027c4fd7f8e99,21,2016-12-30 06:20:00,composer1982,,2016-12-30,06:20:00,2016-12-30
1Bw2O1bmJGVPp5DdM20vNG,Route 30,2dB3VxAmEw5Dqewiha1oO1,2o5H0JW27CbUPMLr5w21ES,0XBmF3VhDd7SsyEYcGApYm,158766,https://p.scdn.co/mp3-preview/cfb93884cf9ae313f591b61e7eeafdf53690d9f0?cid=9950ac751e34487dbbe027c4fd7f8e99,23,2016-12-30 06:20:00,composer1982,,2016-12-30,06:20:00,2016-12-30
4t48RXVKv31hHnXl3YxOZb,Trainer Battle,2dB3VxAmEw5Dqewiha1oO1,2o5H0JW27CbUPMLr5w21ES,0XBmF3VhDd7SsyEYcGApYm,235578,https://p.scdn.co/mp3-preview/e70c1ee3fda7cfb9ab748c27b6a3e2fac0b1a22c?cid=9950ac751e34487dbbe027c4fd7f8e99,26,2016-12-30 06:20:00,composer1982,,2016-12-30,06:20:00,2016-12-30
0i6p4rxwVeOg7yJfGfOke6,Azalea Town,2dB3VxAmEw5Dqewiha1oO1,2o5H0JW27CbUPMLr5w21ES,0XBmF3VhDd7SsyEYcGApYm,154500,https://p.scdn.co/mp3-preview/fe9a2cf2fa6a646e8cdcfe3475d2415fd33156bb?cid=9950ac751e34487dbbe027c4fd7f8e99,25,2016-12-30 06:20:00,composer1982,,2016-12-30,06:20:00,2016-12-30
551AsraV81AfCNB7OEffEL,Goldenrod City,2dB3VxAmEw5Dqewiha1oO1,2o5H0JW27CbUPMLr5w21ES,0XBmF3VhDd7SsyEYcGApYm,135468,https://p.scdn.co/mp3-preview/d0e34c9b5adad8b83bade093bdb0d3111084349d?cid=9950ac751e34487dbbe027c4fd7f8e99,24,2016-12-30 06:20:00,composer1982,,2016-12-30,06:20:00,2016-12-30
3ijz9FN1Ol9YFiHEGRRTj7,Ecruteak City & Cianwood City,2dB3VxAmEw5Dqewiha1oO1,2o5H0JW27CbUPMLr5w21ES,0XBmF3VhDd7SsyEYcGApYm,150000,https://p.scdn.co/mp3-preview/e8c8814c43d91cf4c0ec87ca79bfb082d6fab04f?cid=9950ac751e34487dbbe027c4fd7f8e99,22,2016-12-30 06:20:00,composer1982,,2016-12-30,06:20:00,2016-12-30
4zYcPfpF9KjLL0ZqzI8kfB,Surf Theme,2dB3VxAmEw5Dqewiha1oO1,2o5H0JW27CbUPMLr5w21ES,0XBmF3VhDd7SsyEYcGApYm,138580,https://p.scdn.co/mp3-preview/b3e8b4b6df5edceef9818bfc788b8345a227b480?cid=9950ac751e34487dbbe027c4fd7f8e99,21,2016-12-30 06:20:00,composer1982,,2016-12-30,06:20:00,2016-12-30
7Cl9BfaetInlnoTCuSL1dx,Route 38,2dB3VxAmEw5Dqewiha1oO1,2o5H0JW27CbUPMLr5w21ES,0XBmF3VhDd7SsyEYcGApYm,133880,https://p.scdn.co/mp3-preview/7d773bf054bfe5ccc10daecdb68c592f4eda318e?cid=9950ac751e34487dbbe027c4fd7f8e99,21,2016-12-30 06:20:00,composer1982,,2016-12-30,06:20:00,2016-12-30
4gu38UQIYCo0vaShXYHmP4,Team Rocket Member Battle,2dB3VxAmEw5Dqewiha1oO1,2o5H0JW27CbUPMLr5w21ES,0XBmF3VhDd7SsyEYcGApYm,137666,https://p.scdn.co/mp3-preview/b53b7e895a5c0f54dde26fdb18e5c2f6caa8adfe?cid=9950ac751e34487dbbe027c4fd7f8e99,21,2016-12-30 06:20:00,composer1982,,2016-12-30,06:20:00,2016-12-30
1a4bqKrUTFpy5f9uUA71jL,Route 27,2dB3VxAmEw5Dqewiha1oO1,2o5H0JW27CbUPMLr5w21ES,0XBmF3VhDd7SsyEYcGApYm,159555,https://p.scdn.co/mp3-preview/7e1add2520ca76fafe6af5a240c825d3fbd02da4?cid=9950ac751e34487dbbe027c4fd7f8e99,21,2016-12-30 06:20:00,composer1982,,2016-12-30,06:20:00,2016-12-30
0izWoYO8DhWT4qD1OAiSrE,Kanto Gym Leader,2dB3VxAmEw5Dqewiha1oO1,2o5H0JW27CbUPMLr5w21ES,0XBmF3VhDd7SsyEYcGApYm,167683,https://p.scdn.co/mp3-preview/51b2dadaf235bd0edd7c8cb075459b66d353b34e?cid=9950ac751e34487dbbe027c4fd7f8e99,21,2016-12-30 06:20:00,composer1982,,2016-12-30,06:20:00,2016-12-30
3MxJupJK4AufwzzZdMhE5c,New Bark Town,2dB3VxAmEw5Dqewiha1oO1,2o5H0JW27CbUPMLr5w21ES,0XBmF3VhDd7SsyEYcGApYm,124200,https://p.scdn.co/mp3-preview/6ad793da535f0560d5ce90cd09d7333be39e8cec?cid=9950ac751e34487dbbe027c4fd7f8e99,20,2016-12-30 06:20:00,composer1982,,2016-12-30,06:20:00,2016-12-30
5DEgIzUaR6mcxcy3KKOEhR,Route 29,2dB3VxAmEw5Dqewiha1oO1,2o5H0JW27CbUPMLr5w21ES,0XBmF3VhDd7SsyEYcGApYm,124503,https://p.scdn.co/mp3-preview/5ab7533225f3fd12b398e82e03ec6cad2b310108?cid=9950ac751e34487dbbe027c4fd7f8e99,20,2016-12-30 06:20:00,composer1982,,2016-12-30,06:20:00,2016-12-30
5LWSjWLj57lFbn0P3vOMxU,Cherrygrove City & Mahogany Town,2dB3VxAmEw5Dqewiha1oO1,2o5H0JW27CbUPMLr5w21ES,0XBmF3VhDd7SsyEYcGApYm,101428,https://p.scdn.co/mp3-preview/836926dc25d4e6be32795d775ded0f6aa7ccaf0a?cid=9950ac751e34487dbbe027c4fd7f8e99,20,2016-12-30 06:20:00,composer1982,,2016-12-30,06:20:00,2016-12-30
1bPHNHQSZpU2zTxB68S4Gn,Johto Gym Leader Battle,2dB3VxAmEw5Dqewiha1oO1,2o5H0JW27CbUPMLr5w21ES,0XBmF3VhDd7SsyEYcGApYm,152841,https://p.scdn.co/mp3-preview/973d1bec69a5e122f5a953c3eeebdb684d241257?cid=9950ac751e34487dbbe027c4fd7f8e99,21,2016-12-30 06:20:00,composer1982,,2016-12-30,06:20:00,2016-12-30
3cDeEzmxDrN5ea3lFkguF4,"Title Screen (From ""Pokemon X & Pokemon Y"")",2dB3VxAmEw5Dqewiha1oO1,338y2GH9YqyTXw3YeAJxiX,0XBmF3VhDd7SsyEYcGApYm,107682,https://p.scdn.co/mp3-preview/ec6785814370d88f1f7e3d5acfc4bba92ff44a7e?cid=9950ac751e34487dbbe027c4fd7f8e99,13,2016-12-30 06:20:00,composer1982,,2016-12-30,06:20:00,2016-12-30
2VYsjXDckqqIFKJNrTV7iF,"Battle! (Elite Four) [From ""Pokemon X & Pokemon Y""]",2dB3VxAmEw5Dqewiha1oO1,338y2GH9YqyTXw3YeAJxiX,0XBmF3VhDd7SsyEYcGApYm,173749,https://p.scdn.co/mp3-preview/475b21812518f10b72b972c427c80e8e6a6c07d5?cid=9950ac751e34487dbbe027c4fd7f8e99,14,2016-12-30 06:20:00,composer1982,,2016-12-30,06:20:00,2016-12-30
61OBRIChZYVbN0ul7WPwfQ,"Route 15 (From ""Pokemon X & Pokemon Y"")",2dB3VxAmEw5Dqewiha1oO1,338y2GH9YqyTXw3YeAJxiX,0XBmF3VhDd7SsyEYcGApYm,142619,https://p.scdn.co/mp3-preview/cac5bdf7713ab11033737fab81644a03641384f9?cid=9950ac751e34487dbbe027c4fd7f8e99,15,2016-12-30 06:20:00,composer1982,,2016-12-30,06:20:00,2016-12-30
5hKh2uOJUQ0u4eT7xtogu0,"Battle! (Xerneas / Yveltal) [From ""Pokemon X & Pokemon Y""]",2dB3VxAmEw5Dqewiha1oO1,338y2GH9YqyTXw3YeAJxiX,0XBmF3VhDd7SsyEYcGApYm,192359,https://p.scdn.co/mp3-preview/29abd7efd7fd7543b001b1436661300de5634927?cid=9950ac751e34487dbbe027c4fd7f8e99,14,2016-12-30 06:20:00,composer1982,,2016-12-30,06:20:00,2016-12-30
1xb3uJcvuSpPHvqb6cxamc,"Battle! (Champion) [From ""Pokemon X & Pokemon Y""]",2dB3VxAmEw5Dqewiha1oO1,338y2GH9YqyTXw3YeAJxiX,0XBmF3VhDd7SsyEYcGApYm,167934,https://p.scdn.co/mp3-preview/aa5eb5101444b01683b0f1d7ccef296cf43f0c59?cid=9950ac751e34487dbbe027c4fd7f8e99,19,2016-12-30 06:20:00,composer1982,,2016-12-30,06:20:00,2016-12-30
75LYwV19yyCuuOIJljNqDe,"The Kalos Power Plant (From ""Pokemon X Pokemon & Y"")",2dB3VxAmEw5Dqewiha1oO1,338y2GH9YqyTXw3YeAJxiX,0XBmF3VhDd7SsyEYcGApYm,129272,https://p.scdn.co/mp3-preview/272368656ac618fd90bc7cce8695a0053430a428?cid=9950ac751e34487dbbe027c4fd7f8e99,13,2016-12-30 06:20:00,composer1982,,2016-12-30,06:20:00,2016-12-30
5gCI7sPH1lCMGy15BI4a0B,"Battle! (Gym Leader) [From ""Pokemon X & Pokemon Y""]",2dB3VxAmEw5Dqewiha1oO1,338y2GH9YqyTXw3YeAJxiX,0XBmF3VhDd7SsyEYcGApYm,221200,https://p.scdn.co/mp3-preview/5c3f309f0918a2cadb3fae8522806044f3287210?cid=9950ac751e34487dbbe027c4fd7f8e99,14,2016-12-30 06:20:00,composer1982,,2016-12-30,06:20:00,2016-12-30
55mEVkYXjDBZXZs7KnjGaj,"Anistar City (From ""Pokemon X & Pokemon Y"")",2dB3VxAmEw5Dqewiha1oO1,338y2GH9YqyTXw3YeAJxiX,0XBmF3VhDd7SsyEYcGApYm,142894,https://p.scdn.co/mp3-preview/f58af892b0f2cb0c22dea7ff66bc2f066c965d3f?cid=9950ac751e34487dbbe027c4fd7f8e99,14,2016-12-30 06:20:00,composer1982,,2016-12-30,06:20:00,2016-12-30
4ws7CujQbEWXWwf513FViw,"Battle! (Trainer Battle) [From ""Pokemon X & Pokemon Y""]",2dB3VxAmEw5Dqewiha1oO1,338y2GH9YqyTXw3YeAJxiX,0XBmF3VhDd7SsyEYcGApYm,161590,https://p.scdn.co/mp3-preview/1c1513c2204f16c598ec72d8e0149e59df1b351b?cid=9950ac751e34487dbbe027c4fd7f8e99,27,2016-12-30 06:20:00,composer1982,,2016-12-30,06:20:00,2016-12-30
4yT9eka5923ARLHlVMKL5Z,"Professor Sycamore's Theme (From ""Pokemon X & Pokemon Y"")",2dB3VxAmEw5Dqewiha1oO1,338y2GH9YqyTXw3YeAJxiX,0XBmF3VhDd7SsyEYcGApYm,129631,https://p.scdn.co/mp3-preview/4fa560cb4057dc069f2e6828101a8f64a3cc6a69?cid=9950ac751e34487dbbe027c4fd7f8e99,15,2016-12-30 06:20:00,composer1982,,2016-12-30,06:20:00,2016-12-30
6jC8cZ7zWKlYh4F2sXHubK,"Battle! (Lysandre) [From ""Pokemon X & Pokemon Y""]",2dB3VxAmEw5Dqewiha1oO1,338y2GH9YqyTXw3YeAJxiX,0XBmF3VhDd7SsyEYcGApYm,162689,https://p.scdn.co/mp3-preview/e314cb00dc388c30f442880c95d06958a6430e35?cid=9950ac751e34487dbbe027c4fd7f8e99,14,2016-12-30 06:20:00,composer1982,,2016-12-30,06:20:00,2016-12-30
1OxkD78APTHY2iPrysqhSm,"Theme (From ""Pokemon GO"")",2dB3VxAmEw5Dqewiha1oO1,4MIurDIeVRTb3ulz64bNAH,0XBmF3VhDd7SsyEYcGApYm,231971,https://p.scdn.co/mp3-preview/615321236a1eaa142c829689bbf549e6fd6bf90f?cid=9950ac751e34487dbbe027c4fd7f8e99,10,2017-04-08 04:45:00,composer1982,,2017-04-08,04:45:00,2017-04-08
6N3rDtye1DkpHAdJDi73Iz,"Wild Pokemon Battle (From ""Pokemon GO"")",6HWfXh9ErTOP7mSk7kxnf0,0DRKbLspSbgo2L5J1ErrAz,0XBmF3VhDd7SsyEYcGApYm,164146,https://p.scdn.co/mp3-preview/ab14fa90e3347270b05c41053ed868b8a2bc2747?cid=9950ac751e34487dbbe027c4fd7f8e99,15,2017-04-08 04:50:00,composer1982,,2017-04-08,04:50:00,2017-04-08
1ehCPkGAOaxi7poeWxHy6j,Hoenn Regi Trio V.II (Remix),0X1wtVNo8CVrMEKh8y8knH,58aa6woNbx08lGipTl9od0,0XBmF3VhDd7SsyEYcGApYm,276970,https://p.scdn.co/mp3-preview/f4581578cd1b1c0a680204ecc810f1e4b966fab6?cid=9950ac751e34487dbbe027c4fd7f8e99,25,2018-04-06 23:26:00,composer1982,,2018-04-06,23:26:00,2018-04-06
5MjDcgtQrwKlP2aa8Ti9xY,Ultra Necrozma Battle (Remix),0X1wtVNo8CVrMEKh8y8knH,08IoU6gFjYC0XXv3xwRwjd,0XBmF3VhDd7SsyEYcGApYm,296280,https://p.scdn.co/mp3-preview/791e1db54d1fa7771003cf1751b9a7f37e7ff68e?cid=9950ac751e34487dbbe027c4fd7f8e99,35,2018-04-07 00:27:00,composer1982,,2018-04-07,00:27:00,2018-04-07
62y3h3P79AnsqBBXhTey53,"Battle! Reshiram / Zekrom (From ""Pokemon Black & White"")",4pAgH7ZVMfeEqm11iwwYjA,3m7sYYoCS746EgiEOcZOVU,0XBmF3VhDd7SsyEYcGApYm,424804,https://p.scdn.co/mp3-preview/e5ecd5778186411167e4f05492e3edb86f0e9493?cid=9950ac751e34487dbbe027c4fd7f8e99,24,2018-04-08 15:50:00,composer1982,,2018-04-08,15:50:00,2018-04-08
2IH1AphdouzioYKhoUWRJr,Gladion,1cSLWtq8penAi11GiMxgHc,0zDLSiCBakHjqo1vxIjptZ,0XBmF3VhDd7SsyEYcGApYm,146285,https://p.scdn.co/mp3-preview/b79889db549549424fc18cb1ec292e7d2d42e1b2?cid=9950ac751e34487dbbe027c4fd7f8e99,37,2018-04-23 03:36:00,composer1982,,2018-04-23,03:36:00,2018-04-23
3mn3oIkA8gYS2AzOzlOMR0,"Battle vs. Kanto Trainer (From ""Pokemon Red and Blue"")",1U2GH2NLt30RW9bnJEvcgM,3K2xbzBVFLmQ1659nosECb,0XBmF3VhDd7SsyEYcGApYm,294053,https://p.scdn.co/mp3-preview/872f5bb4299d812f3a0daff830d42023d1f0e650?cid=9950ac751e34487dbbe027c4fd7f8e99,23,2018-04-23 19:27:00,composer1982,,2018-04-23,19:27:00,2018-04-23
3XxQ4gfrYiF73xxd8wdvIY,"Battle! Elite Four (From ""Pokemon Sun & Moon"")",4pAgH7ZVMfeEqm11iwwYjA,3m7sYYoCS746EgiEOcZOVU,0XBmF3VhDd7SsyEYcGApYm,230487,https://p.scdn.co/mp3-preview/53b2646acf634b7fbe32c4d98b74e5ebde6cc846?cid=9950ac751e34487dbbe027c4fd7f8e99,20,2018-04-24 03:13:00,composer1982,,2018-04-24,03:13:00,2018-04-24
3fyeE7psZ22E6EYyISE6Uc,Battle! Wild Pokemon,1U2GH2NLt30RW9bnJEvcgM,4AvgapYyhMzQPJBaK1mDgr,0XBmF3VhDd7SsyEYcGApYm,146296,https://p.scdn.co/mp3-preview/ec1c1716675f922ff81835514068e86af1fe8fb3?cid=9950ac751e34487dbbe027c4fd7f8e99,34,2018-04-24 03:17:00,composer1982,,2018-04-24,03:17:00,2018-04-24
